M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,macaron5566 (ptt最真道理性的id),太陽系最多衛星的不應該是太陽嗎??? 8大行星、幾萬小行星、彗星都繞太陽 其他行星要怎麼比過太陽??? 科學家是怎麼想的??? 我覺得他們想錯了 : 標題: [新聞] 土星衛星增加到82個打敗木星成太陽 : 時間: Tue Oct 8 09:57:02 2019 : : : 1.媒體來源: : : ETtoday國際新聞 : : 2.記者署名 : : 記者錢玉紘綜合報導 : : 3.完整新聞標題: : : 土星衛星增加到82個打敗木星成太陽系新冠軍...科學家邀命名 : : 4.完整新聞內文: : : 成太陽系新冠軍...科學家邀命名 : 2019年10月8日 09:11 : : https://i.imgur.com/bysV2TX.jpg : : 土星衛星增加到82個。（圖卡內基研究所網站） : : 記者錢玉紘綜合報導 : : 美國天文學家近日在土星周邊發現20顆新的衛星，總數量增加為82顆，也讓土星取代了 : 木星，成為目前太陽系八大行星中，衛星最多的星球。科學團隊也在研究這些新衛星的 : 軌道和其他資訊，將有助於了解土星的生成，同時也舉辦了命名比賽。 : : 原先在太陽系中，木星是衛星數量最多的，一共有79顆，不過這項紀錄要將被改寫。英 : 國《衛報》報導，發現這項新數據的是華盛頓特區卡內基研究所（Carnegie Instituti : on for Science）天文學家史帕德（Scott Sheppard）帶領的研究團隊，他們透過夏威 : 夷毛納基山天文台的昴星團望遠鏡（Subaru Telescope）進行觀測。 : : : : 科學家們透過一種演算法，分析昴星團望遠鏡10年來所拍攝到的影像，這種演算法可以 : 區分出靜止不動的恆星以及環繞行星的衛星。計算後發現，在土星的周遭多發現了20顆 : 衛星。 : : 史帕德提到，能找到這些衛星真的讓人很興奮，它們都距離土星非常遙遠，每個直徑 : 大約都有5公里。其中有17個衛星是逆行旋轉，另外3顆則與土星旋轉的方向一樣，有 : 兩顆順行的衛星要花上2年時間才能繞完土星一圈，而研究這些衛星的軌道可以幫助了解 : 它們的起源，更有助於了解土星形成時期的狀態和相關資訊。 : : 史帕德認為，土星周邊可能還有更多未被發現的衛星，但可能需要用更大型的望遠鏡觀 : 測，才能看到其他比較小的衛星。而研究團隊也舉辦了衛星的命名比賽，必須要以北歐 : 、高盧或是因紐特人的神話取名。 : : : : : : 5.完整新聞連結 (或短網址): : : http://bit.ly/2nrmakB : : 6.備註: : : 總之先來個奧丁、索爾、洛奇、奎多斯， : 再來個庫夫林、斯卡哈跟梅芙。 : : 剩下的就拜託利露姆大人了： : : https://i.imgur.com/W8Mea6H.jpg : : Sent from BePTT on my BenQ T55 : : : 發信站: 批踢踢實業坊(ptt.cc) 來自: 101.12.54.131 (臺灣) : 文章網址: https://www.ptt.cc/bbs/Gossiping/M.1570499825.A.B3D.html : 推 Ayanami5566: 天王星最棒了 180.218.243.186 10/08 09:57 : preisner: 五樓肛門裡的屌也有82隻 60.248.161.28 10/08 09:57 : 編輯: STAV72 (101.12.54.131 臺灣) 10/08/2019 09:58:07 : yfme: 木星最正.........咦？ 114.40.238.28 10/08 09:58 : 推 qize1428: 所以在土星可以看到十幾個月亮？ 真酷 223.138.43.249 10/08 09:58 : 推 geniusholy: 馬尾最高 117.19.128.102 10/08 10:00,2019/10/8 10:03:26,回文,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,RRADA,5F懶叫入珠88顆,2019/10/08 10:04:00,→,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,STi2011,這麼燙鬼才要去旁邊站,2019/10/08 10:04:00,→,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,RRADA,整個懶叫跟玉米筍一樣,2019/10/08 10:04:00,→,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,gradiusgf,照你這個邏輯，你名下的房子也要算你,2019/10/08 10:05:00,推,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,gradiusgf,老闆或你爸媽的,2019/10/08 10:05:00,→,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,kyowinner,繞恆星的叫行星 又不是衛星,2019/10/08 10:05:00,推,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,rockyegg,恆星 行星跟衛星的定義要不要先去看一下,2019/10/08 10:05:00,→,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,Stigmata,滾回去搞清楚行星跟衛星的差別好嗎,2019/10/08 10:06:00,噓,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,akway,定義問題 繞恆星叫行星 繞行星叫衛星,2019/10/08 10:06:00,噓,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,ruo01332000,繞行星的才叫衛星,2019/10/08 10:06:00,→,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,Chuan5566,現在他媽的就是討論衛星，衛星的定義,2019/10/08 10:06:00,噓,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,Chuan5566,就是繞行星的,2019/10/08 10:06:00,→,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,elainakuo,也太多顆了,2019/10/08 10:08:00,→,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,artdeco1,先搞清楚恆星、行星、衛星是什麼。,2019/10/08 10:08:00,噓,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,houting,我的衛星不繞行星而是恆星  那就行星啊幹,2019/10/08 10:12:00,→,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,king72433,木星根本不在乎好嗎,2019/10/08 10:19:00,→,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,kyowinner,我的衛星都不繞行星運動 改繞恆星,2019/10/08 10:24:00,噓,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,chemtcwu,請回去唸好國中地科，搞清楚衛星定義,2019/10/08 10:29:00,噓,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,pininfarina,你就叫老睪好了,2019/10/08 10:34:00,推,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,knight76717,文組逆,2019/10/08 10:54:00,噓,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,moike22,真d文組,2019/10/08 11:00:00,→,4,7,11
M.1570500208.A.BFF,Re: [新聞] 土星衛星增加到82個！打敗木星「成太陽,eagleleo,可悲文組,2019/10/08 11:56:00,推,4,7,11
